class,stream,favorite_subject,interest,skill,overall_marks,math_score,science_score,english_score,logical_reasoning,communication_skill,creativity_score,recommended_career
11,Science,Chemistry,Healthcare,Communication,81,68,44,85,2,9,8,Doctor
12,Science,Biology,Healthcare,Research,91,62,72,89,2,10,3,Doctor
12,Commerce,Mathematics,Finance,Mathematics,64,67,88,85,8,5,7,Financial Analyst
11,Commerce,Business Studies,Business,Leadership,73,66,77,44,9,2,2,Business Manager
11,Arts,English,Design,Creativity,58,45,75,68,6,8,2,Graphic Designer
12,Science,Computer Science,Artificial Intelligence,Programming,74,45,71,91,8,3,7,Data Scientist
12,Arts,English,Writing,Writing,74,77,40,56,8,7,10,Journalist
12,Science,Chemistry,Healthcare,Research,81,77,91,100,6,3,9,Doctor
12,Science,Mathematics,Engineering,Problem Solving,89,51,45,46,3,6,3,Engineer
12,Commerce,Mathematics,Finance,Analysis,86,81,68,73,5,6,8,Financial Analyst
12,Arts,Political Science,Government,Research,61,49,66,70,3,8,3,Civil Services
11,Science,Mathematics,Technology,Programming,86,58,76,85,1,2,8,Software Engineer
11,Science,Computer Science,Artificial Intelligence,Analysis,77,50,45,63,8,9,10,Data Scientist
12,Science,Computer Science,Technology,Programming,59,82,76,42,3,2,3,Data Scientist
11,Arts,English,Writing,Communication,77,46,81,89,8,7,3,Journalist
12,Science,Biology,Healthcare,Research,78,59,53,83,5,1,7,Doctor
12,Arts,Political Science,Government,Leadership,82,97,70,100,5,8,3,Civil Services
12,Commerce,Business Studies,Business,Leadership,71,45,61,92,2,3,8,Business Manager
12,Science,Computer Science,Technology,Problem Solving,66,63,87,85,7,3,8,Software Engineer
12,Science,Computer Science,Programming,Programming,77,76,55,97,4,7,3,Software Engineer
11,Commerce,Accountancy,Finance,Mathematics,55,79,86,100,2,3,4,Chartered Accountant
12,Commerce,Business Studies,Business,Leadership,91,50,66,63,7,4,8,Business Manager
12,Arts,History,Writing,Communication,73,51,45,77,7,8,1,Journalist
11,Commerce,Economics,Finance,Mathematics,96,95,55,79,10,4,10,Financial Analyst
12,Science,Mathematics,Technology,Problem Solving,84,72,96,91,10,7,7,Software Engineer
11,Arts,History,Government,Research,79,60,55,94,9,10,8,Civil Services
11,Arts,History,Government,Leadership,90,60,48,45,6,9,3,Civil Services
11,Arts,English,Design,Creativity,96,92,90,80,5,6,2,Graphic Designer
11,Arts,History,Government,Research,77,80,59,96,10,9,8,Civil Services
12,Commerce,Economics,Finance,Mathematics,99,40,86,43,2,8,8,Chartered Accountant
12,Science,Computer Science,Technology,Problem Solving,91,52,81,94,8,2,1,Software Engineer
12,Arts,English,Writing,Communication,71,80,56,53,3,1,3,Journalist
12,Arts,History,Writing,Communication,59,98,46,61,5,2,3,Journalist
12,Science,Chemistry,Healthcare,Communication,59,74,92,44,3,6,1,Doctor
11,Commerce,Business Studies,Business,Communication,72,49,45,81,8,5,7,Business Manager
12,Commerce,Business Studies,Management,Leadership,81,46,47,40,7,2,3,Business Manager
11,Science,Chemistry,Healthcare,Communication,86,84,57,74,9,8,9,Doctor
12,Arts,Political Science,Government,Leadership,89,61,95,80,3,1,7,Civil Services
12,Science,Mathematics,Artificial Intelligence,Programming,59,67,50,90,7,8,7,Data Scientist
11,Commerce,Business Studies,Business,Communication,84,65,84,91,8,6,6,Business Manager
11,Science,Physics,Engineering,Problem Solving,75,40,77,93,2,2,4,Engineer
12,Science,Mathematics,Technology,Analysis,57,50,94,51,6,1,7,Data Scientist
12,Commerce,Business Studies,Management,Communication,90,58,75,63,6,5,1,Business Manager
11,Arts,History,Government,Leadership,65,54,68,63,1,10,7,Civil Services
11,Science,Physics,Engineering,Mathematics,99,58,89,78,1,2,3,Engineer
11,Science,Biology,Healthcare,Research,69,81,51,94,2,7,2,Doctor
12,Science,Chemistry,Healthcare,Research,60,82,65,83,9,6,2,Doctor
12,Science,Biology,Healthcare,Communication,58,99,89,95,6,4,3,Doctor
12,Arts,English,Design,Creativity,98,87,71,61,6,2,5,Graphic Designer
12,Science,Mathematics,Engineering,Mathematics,81,58,45,59,10,1,10,Engineer
12,Commerce,Economics,Finance,Mathematics,69,65,46,96,7,6,5,Financial Analyst
12,Arts,English,Design,Creativity,77,66,56,74,1,8,5,Graphic Designer
11,Commerce,Business Studies,Management,Leadership,91,79,51,56,2,8,4,Business Manager
11,Science,Mathematics,Programming,Programming,70,88,61,42,2,10,9,Software Engineer
12,Arts,Political Science,Government,Research,88,44,93,85,10,6,1,Civil Services
12,Science,Chemistry,Healthcare,Research,88,91,82,60,7,5,8,Doctor
11,Commerce,Business Studies,Management,Leadership,99,49,73,81,4,9,4,Business Manager
12,Science,Chemistry,Healthcare,Communication,57,78,47,95,9,6,3,Doctor
12,Commerce,Business Studies,Management,Leadership,70,64,85,86,9,1,2,Business Manager
12,Science,Physics,Engineering,Problem Solving,85,45,54,77,9,5,10,Engineer
11,Commerce,Mathematics,Finance,Analysis,83,100,72,49,8,2,9,Financial Analyst
12,Arts,English,Writing,Communication,59,91,70,41,6,5,7,Journalist
11,Commerce,Mathematics,Finance,Mathematics,75,58,42,44,7,8,5,Financial Analyst
11,Science,Physics,Engineering,Mathematics,62,99,82,83,7,6,7,Engineer
11,Science,Computer Science,Programming,Problem Solving,87,64,87,50,10,1,9,Software Engineer
11,Arts,Political Science,Government,Leadership,90,93,46,63,9,7,8,Civil Services
11,Arts,Political Science,Government,Leadership,78,69,40,90,10,1,5,Civil Services
11,Arts,History,Writing,Communication,100,81,56,58,9,8,8,Journalist
11,Science,Mathematics,Technology,Programming,80,52,97,75,10,6,7,Software Engineer
11,Science,Computer Science,Technology,Programming,92,85,99,44,1,7,7,Software Engineer
11,Arts,English,Design,Creativity,65,51,41,54,5,4,7,Graphic Designer
11,Arts,English,Writing,Communication,97,74,55,61,2,4,7,Journalist
12,Science,Mathematics,Technology,Programming,84,97,80,72,5,10,2,Software Engineer
11,Science,Chemistry,Healthcare,Research,98,61,61,57,3,10,4,Doctor
11,Arts,Political Science,Government,Research,70,51,99,92,1,1,4,Civil Services
12,Science,Chemistry,Healthcare,Communication,77,73,73,56,9,4,6,Doctor
12,Commerce,Economics,Finance,Analysis,90,67,88,71,10,2,2,Chartered Accountant
12,Commerce,Accountancy,Finance,Analysis,100,80,92,98,5,4,4,Chartered Accountant
11,Arts,Political Science,Government,Research,70,62,97,73,4,9,3,Civil Services
11,Science,Biology,Healthcare,Communication,89,51,40,46,6,3,2,Doctor
11,Arts,English,Writing,Writing,62,78,88,45,9,1,9,Journalist
12,Arts,English,Writing,Communication,57,60,100,83,3,4,5,Journalist
12,Arts,English,Design,Creativity,81,82,93,51,4,3,9,Graphic Designer
11,Science,Biology,Healthcare,Communication,67,97,83,57,10,10,2,Doctor
12,Commerce,Business Studies,Business,Leadership,65,67,48,75,8,9,9,Business Manager
11,Commerce,Accountancy,Finance,Mathematics,90,41,88,70,2,10,5,Chartered Accountant
11,Science,Physics,Engineering,Mathematics,57,47,48,63,6,3,1,Engineer
11,Science,Physics,Engineering,Mathematics,55,60,92,59,6,5,1,Engineer
12,Arts,English,Design,Creativity,82,57,77,59,7,6,2,Graphic Designer
11,Arts,History,Writing,Communication,90,47,52,52,5,9,7,Journalist
12,Commerce,Mathematics,Finance,Mathematics,57,69,77,67,7,3,9,Financial Analyst
11,Commerce,Mathematics,Finance,Mathematics,95,80,96,67,6,4,4,Financial Analyst
11,Commerce,Accountancy,Finance,Analysis,57,93,85,65,5,6,1,Chartered Accountant
12,Science,Computer Science,Technology,Programming,95,69,53,86,6,7,3,Data Scientist
12,Commerce,Business Studies,Business,Communication,100,100,73,51,1,6,2,Business Manager
11,Arts,Political Science,Government,Leadership,96,89,43,76,5,7,10,Civil Services
12,Arts,History,Writing,Communication,89,53,44,62,2,8,5,Journalist
12,Science,Computer Science,Artificial Intelligence,Analysis,90,66,61,57,5,6,5,Data Scientist
12,Arts,History,Government,Leadership,74,73,85,76,10,8,4,Civil Services
11,Commerce,Business Studies,Business,Communication,86,95,69,56,9,6,9,Business Manager
11,Science,Mathematics,Engineering,Mathematics,73,86,77,79,10,5,6,Engineer
11,Arts,English,Writing,Communication,83,68,57,90,4,1,6,Journalist
12,Commerce,Business Studies,Management,Leadership,94,42,94,86,4,3,1,Business Manager
11,Science,Physics,Engineering,Mathematics,63,56,54,49,1,7,8,Engineer
11,Commerce,Economics,Finance,Analysis,57,90,84,65,8,8,10,Chartered Accountant
11,Science,Biology,Healthcare,Communication,57,96,52,40,1,10,3,Doctor
12,Commerce,Mathematics,Finance,Mathematics,98,42,81,61,10,8,8,Financial Analyst
12,Commerce,Business Studies,Management,Communication,68,57,99,94,8,9,6,Business Manager
12,Science,Computer Science,Technology,Analysis,63,50,55,67,6,5,4,Data Scientist
12,Science,Mathematics,Technology,Programming,100,50,50,72,9,4,8,Data Scientist
11,Commerce,Economics,Finance,Analysis,92,92,74,72,3,3,1,Financial Analyst
12,Science,Biology,Healthcare,Communication,63,48,82,77,9,5,4,Doctor
11,Arts,History,Government,Leadership,87,88,79,41,6,1,5,Civil Services
12,Arts,Political Science,Government,Leadership,90,67,44,60,4,9,7,Civil Services
12,Commerce,Business Studies,Management,Leadership,57,45,83,56,8,6,6,Business Manager
12,Science,Physics,Engineering,Mathematics,91,96,77,75,3,9,5,Engineer
11,Commerce,Economics,Finance,Analysis,61,42,75,44,5,5,8,Financial Analyst
12,Science,Mathematics,Technology,Programming,56,78,71,45,1,1,4,Software Engineer
11,Science,Mathematics,Artificial Intelligence,Analysis,85,59,67,69,10,9,5,Data Scientist
11,Commerce,Business Studies,Business,Leadership,82,89,50,74,3,7,6,Business Manager
11,Science,Mathematics,Technology,Programming,91,86,53,68,2,7,9,Data Scientist
12,Science,Mathematics,Artificial Intelligence,Programming,94,74,56,44,9,3,1,Data Scientist
11,Arts,History,Writing,Writing,80,65,80,40,9,9,7,Journalist
12,Science,Computer Science,Technology,Programming,63,45,71,53,10,6,4,Software Engineer
12,Science,Computer Science,Artificial Intelligence,Programming,98,62,49,59,6,5,3,Data Scientist
12,Arts,History,Writing,Writing,60,46,84,69,4,9,9,Journalist
12,Science,Biology,Healthcare,Research,94,96,81,57,2,6,9,Doctor
12,Commerce,Mathematics,Finance,Mathematics,96,59,60,61,2,10,10,Financial Analyst
12,Commerce,Business Studies,Management,Leadership,66,78,85,100,9,5,5,Business Manager
12,Science,Mathematics,Engineering,Mathematics,69,53,98,55,9,3,10,Engineer
11,Arts,English,Design,Creativity,94,82,68,58,1,9,6,Graphic Designer
12,Commerce,Business Studies,Management,Communication,61,92,82,94,5,4,1,Business Manager
12,Commerce,Mathematics,Finance,Analysis,70,65,46,45,6,2,2,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,87,74,40,47,4,9,1,Financial Analyst
12,Commerce,Business Studies,Management,Leadership,80,42,47,90,2,5,3,Business Manager
12,Commerce,Economics,Finance,Analysis,93,70,59,62,5,8,1,Financial Analyst
12,Science,Mathematics,Engineering,Problem Solving,74,60,93,62,10,5,1,Engineer
11,Arts,English,Design,Creativity,100,48,64,54,1,10,4,Graphic Designer
12,Arts,History,Government,Research,64,81,70,60,1,1,6,Civil Services
12,Arts,English,Writing,Communication,58,85,69,64,4,5,5,Journalist
12,Science,Biology,Healthcare,Communication,83,76,59,87,2,4,1,Doctor
11,Arts,Political Science,Government,Leadership,68,93,56,65,2,9,3,Civil Services
12,Science,Chemistry,Healthcare,Communication,93,79,98,92,4,1,5,Doctor
12,Arts,English,Writing,Communication,92,62,58,80,5,6,7,Journalist
11,Science,Computer Science,Technology,Problem Solving,70,74,83,94,4,10,5,Software Engineer
11,Arts,Political Science,Government,Leadership,62,42,53,80,3,3,1,Civil Services
11,Commerce,Mathematics,Finance,Mathematics,73,97,41,57,8,2,9,Financial Analyst
11,Science,Mathematics,Artificial Intelligence,Programming,92,91,96,77,1,7,6,Data Scientist
11,Science,Computer Science,Technology,Programming,95,46,52,100,1,2,4,Data Scientist
11,Arts,History,Government,Research,80,85,77,100,8,10,10,Civil Services
12,Commerce,Economics,Finance,Mathematics,60,88,69,83,2,8,10,Financial Analyst
11,Commerce,Business Studies,Management,Communication,63,79,56,60,7,4,10,Business Manager
11,Arts,English,Design,Creativity,56,52,44,91,2,8,8,Graphic Designer
12,Arts,English,Writing,Communication,59,55,72,91,1,4,9,Journalist
12,Commerce,Economics,Finance,Mathematics,63,81,69,99,4,4,2,Financial Analyst
12,Commerce,Accountancy,Finance,Mathematics,69,52,81,46,9,7,4,Chartered Accountant
11,Science,Biology,Healthcare,Communication,59,76,54,55,5,7,6,Doctor
12,Science,Mathematics,Programming,Programming,91,48,89,75,5,3,6,Software Engineer
11,Science,Physics,Engineering,Mathematics,61,64,97,51,6,4,1,Engineer
12,Science,Biology,Healthcare,Communication,66,74,100,77,4,9,5,Doctor
12,Commerce,Mathematics,Finance,Analysis,68,67,52,45,5,6,2,Financial Analyst
12,Arts,English,Design,Creativity,57,47,51,77,6,8,7,Graphic Designer
12,Arts,English,Design,Creativity,69,69,54,81,9,6,5,Graphic Designer
12,Arts,English,Design,Creativity,81,63,64,98,1,8,9,Graphic Designer
11,Science,Computer Science,Technology,Analysis,98,49,96,95,1,2,4,Data Scientist
12,Science,Chemistry,Healthcare,Research,77,65,68,72,1,7,9,Doctor
12,Science,Computer Science,Technology,Programming,86,64,83,58,4,3,8,Data Scientist
11,Arts,Political Science,Government,Research,87,98,43,94,4,4,8,Civil Services
12,Science,Mathematics,Engineering,Mathematics,98,98,82,90,5,1,8,Engineer
11,Science,Physics,Engineering,Problem Solving,67,73,76,47,1,10,5,Engineer
12,Science,Chemistry,Healthcare,Communication,72,50,78,77,1,5,6,Doctor
11,Commerce,Business Studies,Business,Leadership,86,41,79,61,9,7,2,Business Manager
12,Science,Mathematics,Artificial Intelligence,Programming,98,62,92,62,7,6,2,Data Scientist
12,Science,Computer Science,Programming,Problem Solving,71,63,72,79,5,2,2,Software Engineer
11,Science,Mathematics,Engineering,Problem Solving,67,56,42,70,9,1,5,Engineer
11,Arts,History,Government,Leadership,68,82,54,55,2,10,5,Civil Services
12,Science,Physics,Engineering,Mathematics,67,48,75,53,9,10,8,Engineer
12,Arts,History,Writing,Communication,80,72,65,61,2,5,3,Journalist
12,Arts,English,Design,Creativity,81,90,64,82,6,10,10,Graphic Designer
12,Arts,Political Science,Government,Research,66,52,68,97,6,8,3,Civil Services
11,Commerce,Business Studies,Management,Communication,87,97,81,80,3,4,3,Business Manager
11,Arts,History,Government,Research,75,95,100,93,7,6,9,Civil Services
12,Science,Biology,Healthcare,Communication,86,69,72,69,10,7,2,Doctor
12,Science,Mathematics,Engineering,Mathematics,79,47,68,40,8,7,3,Engineer
11,Commerce,Economics,Finance,Analysis,88,70,68,85,4,7,4,Financial Analyst
12,Science,Physics,Engineering,Problem Solving,94,73,54,96,5,2,2,Engineer
11,Science,Chemistry,Healthcare,Research,68,55,87,63,8,9,2,Doctor
12,Arts,English,Design,Creativity,60,97,44,84,2,7,1,Graphic Designer
11,Arts,History,Writing,Writing,57,78,99,41,7,3,9,Journalist
11,Commerce,Economics,Finance,Analysis,77,69,80,88,9,1,9,Financial Analyst
11,Arts,English,Writing,Writing,80,65,80,67,10,8,1,Journalist
11,Science,Mathematics,Engineering,Mathematics,73,75,61,76,3,10,9,Engineer
12,Commerce,Economics,Finance,Analysis,63,48,79,57,9,6,7,Chartered Accountant
12,Commerce,Accountancy,Finance,Analysis,55,46,55,78,10,2,9,Chartered Accountant
12,Commerce,Economics,Finance,Analysis,67,51,100,68,8,8,9,Financial Analyst
12,Science,Mathematics,Programming,Problem Solving,57,42,41,97,1,10,10,Software Engineer
11,Science,Computer Science,Technology,Programming,84,70,86,57,4,1,5,Data Scientist
11,Commerce,Economics,Finance,Mathematics,63,41,48,40,8,1,1,Chartered Accountant
12,Commerce,Business Studies,Business,Leadership,67,58,98,78,4,5,3,Business Manager
12,Arts,English,Design,Creativity,60,94,74,72,3,10,2,Graphic Designer
11,Science,Computer Science,Technology,Analysis,86,95,93,91,8,7,6,Data Scientist
11,Commerce,Economics,Finance,Mathematics,57,44,43,41,3,7,2,Chartered Accountant
12,Science,Mathematics,Engineering,Mathematics,80,53,49,57,4,10,3,Engineer
12,Commerce,Economics,Finance,Mathematics,65,98,55,40,1,4,3,Chartered Accountant
12,Science,Biology,Healthcare,Communication,90,95,62,68,7,8,8,Doctor
11,Science,Computer Science,Programming,Problem Solving,96,95,89,41,1,9,9,Software Engineer
12,Commerce,Business Studies,Business,Leadership,61,57,63,57,9,10,9,Business Manager
11,Arts,History,Government,Research,75,94,66,91,10,2,5,Civil Services
12,Arts,Political Science,Government,Leadership,93,100,64,97,9,2,2,Civil Services
12,Science,Mathematics,Artificial Intelligence,Analysis,74,78,99,78,8,8,1,Data Scientist
11,Science,Physics,Engineering,Mathematics,69,69,66,49,10,10,2,Engineer
11,Science,Mathematics,Technology,Problem Solving,63,61,89,60,8,3,2,Software Engineer
12,Arts,History,Writing,Writing,60,46,77,56,7,9,1,Journalist
12,Arts,Political Science,Government,Research,97,43,57,99,1,6,9,Civil Services
11,Commerce,Mathematics,Finance,Analysis,55,78,96,50,8,2,4,Financial Analyst
11,Science,Mathematics,Technology,Programming,57,63,55,80,1,4,5,Software Engineer
11,Commerce,Business Studies,Business,Leadership,75,54,86,62,3,8,5,Business Manager
11,Arts,Political Science,Government,Research,81,68,52,71,6,1,5,Civil Services
11,Arts,History,Government,Research,77,69,92,54,8,4,8,Civil Services
11,Science,Mathematics,Technology,Problem Solving,76,42,50,56,1,9,10,Software Engineer
11,Science,Biology,Healthcare,Communication,92,69,45,40,10,2,7,Doctor
12,Arts,History,Government,Research,66,90,52,46,2,8,1,Civil Services
11,Science,Mathematics,Engineering,Mathematics,72,86,40,52,7,10,3,Engineer
11,Commerce,Economics,Finance,Analysis,61,96,68,96,6,1,7,Financial Analyst
11,Arts,English,Design,Creativity,92,93,80,55,7,8,6,Graphic Designer
11,Commerce,Economics,Finance,Analysis,80,75,98,66,4,5,5,Chartered Accountant
11,Arts,English,Design,Creativity,67,89,98,68,8,2,9,Graphic Designer
12,Science,Chemistry,Healthcare,Communication,88,46,86,48,9,1,2,Doctor
12,Commerce,Accountancy,Finance,Mathematics,55,44,87,84,9,7,6,Chartered Accountant
11,Commerce,Business Studies,Management,Communication,58,95,64,42,8,3,1,Business Manager
11,Commerce,Accountancy,Finance,Mathematics,78,84,53,86,4,8,10,Chartered Accountant
12,Commerce,Mathematics,Finance,Analysis,72,94,41,43,2,8,3,Financial Analyst
12,Science,Physics,Engineering,Mathematics,55,47,50,91,3,5,5,Engineer
11,Science,Computer Science,Artificial Intelligence,Programming,72,76,68,53,6,1,8,Data Scientist
12,Arts,English,Design,Creativity,56,48,61,63,10,7,4,Graphic Designer
11,Arts,English,Design,Creativity,89,58,62,59,7,6,9,Graphic Designer
11,Commerce,Accountancy,Finance,Analysis,78,40,75,73,1,9,5,Chartered Accountant
12,Commerce,Mathematics,Finance,Analysis,94,41,46,40,10,5,3,Financial Analyst
11,Commerce,Accountancy,Finance,Mathematics,90,81,83,72,4,7,8,Chartered Accountant
11,Science,Computer Science,Programming,Problem Solving,95,90,44,63,7,8,4,Software Engineer
11,Arts,History,Government,Leadership,82,85,56,93,5,6,10,Civil Services
11,Commerce,Economics,Finance,Analysis,100,85,43,47,9,5,2,Financial Analyst
12,Commerce,Business Studies,Business,Communication,84,96,65,68,1,2,7,Business Manager
11,Commerce,Accountancy,Finance,Mathematics,94,79,70,50,6,4,2,Chartered Accountant
11,Science,Chemistry,Healthcare,Communication,92,99,52,99,3,2,10,Doctor
11,Arts,English,Design,Creativity,68,85,72,99,2,2,4,Graphic Designer
11,Science,Computer Science,Artificial Intelligence,Programming,100,45,75,48,5,5,3,Data Scientist
11,Science,Mathematics,Technology,Programming,72,62,42,54,9,5,10,Software Engineer
11,Science,Physics,Engineering,Mathematics,68,45,95,72,1,4,3,Engineer
12,Science,Mathematics,Engineering,Mathematics,90,94,87,53,9,4,6,Engineer
12,Commerce,Business Studies,Business,Communication,62,86,95,55,6,7,4,Business Manager
12,Arts,History,Writing,Writing,58,100,67,95,1,5,3,Journalist
12,Science,Mathematics,Programming,Programming,82,92,85,92,8,7,6,Software Engineer
11,Science,Physics,Engineering,Mathematics,87,73,86,94,1,4,7,Engineer
11,Science,Chemistry,Healthcare,Research,60,96,87,51,10,7,10,Doctor
12,Arts,English,Design,Creativity,79,70,59,59,4,3,4,Graphic Designer
11,Science,Mathematics,Technology,Programming,81,48,63,43,8,7,8,Data Scientist
12,Science,Physics,Engineering,Mathematics,73,55,54,49,9,7,5,Engineer
12,Science,Computer Science,Programming,Programming,55,92,52,63,7,7,7,Software Engineer
12,Commerce,Mathematics,Finance,Analysis,85,87,40,98,3,1,6,Financial Analyst
12,Science,Mathematics,Engineering,Problem Solving,86,77,88,89,6,1,8,Engineer
11,Arts,History,Writing,Communication,62,84,44,61,1,8,3,Journalist
11,Commerce,Economics,Finance,Mathematics,59,58,99,81,1,3,5,Chartered Accountant
11,Commerce,Economics,Finance,Mathematics,94,74,92,98,4,7,5,Chartered Accountant
11,Science,Computer Science,Programming,Problem Solving,75,88,72,77,9,5,2,Software Engineer
12,Commerce,Business Studies,Management,Communication,92,73,100,98,4,5,4,Business Manager
11,Commerce,Accountancy,Finance,Mathematics,70,78,85,60,2,3,6,Chartered Accountant
11,Commerce,Economics,Finance,Mathematics,100,53,63,91,2,5,9,Financial Analyst
11,Commerce,Mathematics,Finance,Mathematics,94,76,60,96,5,10,5,Financial Analyst
11,Science,Mathematics,Technology,Programming,87,98,57,54,8,7,10,Software Engineer
12,Commerce,Accountancy,Finance,Analysis,59,65,54,63,1,1,1,Chartered Accountant
12,Science,Mathematics,Engineering,Mathematics,74,41,44,47,8,7,1,Engineer
12,Science,Computer Science,Artificial Intelligence,Analysis,65,99,44,46,5,2,7,Data Scientist
11,Science,Mathematics,Technology,Programming,87,98,53,74,3,7,10,Data Scientist
11,Commerce,Economics,Finance,Analysis,64,54,88,47,10,4,5,Financial Analyst
12,Science,Physics,Engineering,Mathematics,67,42,92,49,9,10,6,Engineer
11,Commerce,Mathematics,Finance,Mathematics,99,62,79,51,4,6,7,Financial Analyst
12,Commerce,Economics,Finance,Mathematics,88,52,64,59,2,7,5,Financial Analyst
12,Arts,English,Design,Creativity,67,95,82,64,10,7,5,Graphic Designer
11,Arts,Political Science,Government,Leadership,82,98,45,50,9,3,6,Civil Services
11,Science,Computer Science,Technology,Programming,69,60,64,94,6,9,3,Software Engineer
12,Science,Computer Science,Technology,Programming,65,44,65,45,2,2,7,Software Engineer
11,Science,Mathematics,Technology,Programming,75,88,100,64,2,8,6,Data Scientist
11,Commerce,Accountancy,Finance,Mathematics,91,69,45,48,6,5,7,Chartered Accountant
11,Commerce,Accountancy,Finance,Analysis,66,42,65,40,1,1,1,Chartered Accountant
11,Science,Physics,Engineering,Problem Solving,57,60,59,80,1,5,7,Engineer
11,Commerce,Mathematics,Finance,Mathematics,97,73,88,63,10,7,9,Financial Analyst
12,Commerce,Economics,Finance,Analysis,100,90,84,73,1,6,5,Financial Analyst
11,Arts,English,Design,Creativity,74,55,88,59,2,7,9,Graphic Designer
12,Science,Mathematics,Artificial Intelligence,Analysis,59,64,47,67,5,9,10,Data Scientist
11,Commerce,Business Studies,Business,Communication,64,47,42,54,1,5,1,Business Manager
11,Science,Chemistry,Healthcare,Communication,82,71,94,57,9,3,6,Doctor
12,Arts,Political Science,Government,Research,59,89,73,100,4,4,7,Civil Services
12,Science,Computer Science,Programming,Programming,79,65,74,59,4,1,6,Software Engineer
11,Science,Mathematics,Programming,Problem Solving,82,67,45,93,10,8,4,Software Engineer
12,Arts,Political Science,Government,Leadership,61,69,87,68,3,7,1,Civil Services
11,Arts,English,Design,Creativity,67,65,84,91,2,5,2,Graphic Designer
11,Commerce,Economics,Finance,Mathematics,95,69,93,80,5,7,2,Chartered Accountant
12,Commerce,Accountancy,Finance,Analysis,65,54,41,93,4,7,3,Chartered Accountant
12,Commerce,Business Studies,Business,Leadership,59,90,58,96,6,4,4,Business Manager
11,Science,Computer Science,Programming,Programming,97,53,91,60,5,2,1,Software Engineer
11,Commerce,Business Studies,Business,Leadership,65,89,75,89,9,9,7,Business Manager
12,Science,Mathematics,Engineering,Mathematics,84,69,91,69,6,9,3,Engineer
12,Commerce,Economics,Finance,Mathematics,56,44,60,71,9,10,6,Financial Analyst
11,Arts,History,Writing,Writing,65,100,46,76,10,9,7,Journalist
11,Science,Mathematics,Technology,Analysis,100,83,41,96,1,3,8,Data Scientist
11,Commerce,Economics,Finance,Analysis,88,59,53,56,6,8,10,Chartered Accountant
12,Science,Mathematics,Engineering,Mathematics,66,95,99,58,7,8,3,Engineer
11,Arts,English,Writing,Communication,88,62,42,52,5,8,6,Journalist
11,Commerce,Business Studies,Business,Leadership,81,57,43,60,4,4,6,Business Manager
12,Arts,History,Government,Research,57,73,76,64,10,2,7,Civil Services
11,Commerce,Mathematics,Finance,Mathematics,79,98,42,76,6,1,2,Financial Analyst
11,Commerce,Mathematics,Finance,Mathematics,61,76,75,53,2,1,9,Financial Analyst
12,Arts,History,Government,Research,59,97,72,94,8,9,2,Civil Services
11,Arts,English,Design,Creativity,65,76,88,52,4,3,8,Graphic Designer
11,Arts,History,Government,Research,62,73,91,63,7,1,9,Civil Services
12,Science,Chemistry,Healthcare,Research,69,86,83,40,8,7,9,Doctor
12,Commerce,Mathematics,Finance,Analysis,85,81,43,51,9,7,4,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,69,65,68,41,4,8,4,Financial Analyst
11,Commerce,Business Studies,Management,Leadership,70,51,100,48,2,9,7,Business Manager
12,Arts,English,Writing,Communication,81,65,95,57,6,3,1,Journalist
11,Science,Mathematics,Technology,Programming,58,55,78,97,6,10,6,Data Scientist
11,Science,Computer Science,Technology,Programming,65,76,97,75,9,6,5,Data Scientist
11,Arts,History,Government,Research,89,64,95,89,6,4,9,Civil Services
11,Commerce,Business Studies,Management,Leadership,94,52,69,74,10,3,1,Business Manager
11,Science,Chemistry,Healthcare,Communication,99,62,70,94,9,7,6,Doctor
12,Commerce,Business Studies,Business,Communication,74,43,62,51,10,1,10,Business Manager
12,Arts,English,Design,Creativity,84,77,56,45,9,10,8,Graphic Designer
11,Commerce,Business Studies,Management,Communication,80,50,70,81,4,5,3,Business Manager
12,Commerce,Business Studies,Business,Communication,93,82,57,98,7,3,7,Business Manager
11,Science,Physics,Engineering,Mathematics,71,60,87,95,7,9,7,Engineer
12,Science,Computer Science,Programming,Problem Solving,68,77,98,63,2,5,5,Software Engineer
12,Science,Physics,Engineering,Problem Solving,94,97,49,61,6,9,8,Engineer
11,Arts,History,Writing,Communication,62,95,61,100,5,3,8,Journalist
12,Science,Mathematics,Programming,Problem Solving,62,81,99,59,2,7,4,Software Engineer
12,Commerce,Business Studies,Management,Leadership,67,75,95,86,7,7,4,Business Manager
11,Commerce,Mathematics,Finance,Analysis,67,96,67,100,2,2,4,Financial Analyst
11,Commerce,Business Studies,Management,Communication,98,57,54,60,1,10,10,Business Manager
12,Science,Physics,Engineering,Problem Solving,75,52,47,76,10,4,5,Engineer
11,Arts,English,Design,Creativity,71,71,77,92,10,5,3,Graphic Designer
12,Commerce,Accountancy,Finance,Mathematics,69,45,66,55,8,9,8,Chartered Accountant
11,Arts,English,Design,Creativity,81,45,73,78,2,10,1,Graphic Designer
12,Science,Physics,Engineering,Problem Solving,65,98,56,90,9,2,9,Engineer
12,Science,Physics,Engineering,Mathematics,69,66,56,62,2,2,9,Engineer
11,Arts,Political Science,Government,Leadership,99,68,73,78,4,6,9,Civil Services
11,Commerce,Economics,Finance,Analysis,98,53,72,56,4,8,8,Chartered Accountant
