name,age,stream,math_score,science_score,english_score,computer_score,attendance,family_income,study_hours,financial_problem,mental_stress,internet_access,parental_support,recommended_career,dropout_risk
Student_2444,19,Arts,88,90,86,81,64,Medium,4,No,High,Yes,Medium,Software Engineer,Low
Student_2445,20,Science,89,48,59,50,91,High,2,No,High,Yes,High,Mechanical Engineer,Medium
Student_2446,19,Science,36,39,89,75,80,Low,1,Yes,Medium,Yes,Low,Graphic Designer,Medium
Student_2447,18,Science,77,61,92,97,76,Low,3,Yes,Medium,No,Medium,Software Engineer,Medium
Student_2448,17,Science,49,64,35,60,98,High,4,No,Low,Yes,Low,Mechanical Engineer,Low
Student_2449,17,Arts,70,92,86,57,74,Low,10,No,High,No,High,Doctor,Medium
Student_2450,18,Arts,35,48,49,84,92,Medium,3,No,Low,No,High,Graphic Designer,Low
Student_2451,19,Commerce,63,54,76,40,56,Medium,2,Yes,Low,Yes,Medium,Business Manager,High
Student_2452,18,Arts,37,59,97,98,100,High,5,No,High,No,High,Lawyer,Medium
Student_2453,19,Science,76,63,46,31,68,Low,7,No,Low,No,Low,Mechanical Engineer,Low
Student_2454,22,Commerce,40,62,68,58,96,High,8,No,High,Yes,High,Business Manager,Low
Student_2455,18,Science,75,45,64,79,93,Low,10,No,Medium,Yes,Medium,Data Scientist,Low
Student_2456,16,Arts,84,95,82,32,82,Low,1,Yes,Medium,No,Medium,Doctor,Medium
Student_2457,16,Arts,89,96,44,83,45,Low,7,Yes,High,No,High,Software Engineer,High
Student_2458,21,Commerce,64,65,77,83,82,Medium,2,No,Medium,No,High,Business Manager,Medium
Student_2459,19,Commerce,75,37,51,68,88,Medium,10,Yes,High,Yes,High,Business Manager,Medium
Student_2460,19,Commerce,95,87,70,41,68,Low,4,Yes,Low,Yes,Low,Doctor,Medium
Student_2461,22,Commerce,56,80,38,70,99,Medium,9,Yes,Medium,Yes,Medium,Business Manager,Low
Student_2462,18,Science,77,45,59,77,98,High,4,No,High,No,Low,Data Scientist,Medium
Student_2463,19,Arts,79,83,60,44,80,High,3,No,Low,No,Medium,Doctor,Low
Student_2464,21,Science,39,78,56,86,76,High,7,No,Low,Yes,High,Graphic Designer,Low
Student_2465,20,Science,74,61,65,60,82,Low,8,Yes,Low,Yes,Low,Mechanical Engineer,Medium
Student_2466,18,Commerce,78,40,80,39,42,Medium,2,No,Low,No,High,Business Manager,Medium
Student_2467,22,Arts,90,52,93,81,40,High,9,Yes,Low,Yes,High,Data Scientist,Medium
Student_2468,19,Science,35,49,67,67,44,Medium,8,No,Low,No,Low,Mechanical Engineer,Medium
Student_2469,18,Arts,69,83,94,45,50,Low,7,Yes,High,No,Low,Doctor,High
Student_2470,19,Science,86,38,73,50,86,High,2,No,Low,Yes,Medium,Mechanical Engineer,Low
Student_2471,20,Commerce,44,53,96,47,42,Low,2,Yes,Low,Yes,Low,Business Manager,High
Student_2472,19,Arts,92,48,70,66,90,High,10,Yes,Low,Yes,Medium,Mechanical Engineer,Low
Student_2473,17,Arts,47,58,53,99,99,High,7,No,Medium,Yes,Low,Graphic Designer,Low
Student_2474,20,Commerce,41,70,69,83,58,Medium,7,Yes,Low,Yes,Medium,Business Manager,Medium
Student_2475,21,Science,63,47,42,85,89,Low,10,Yes,Medium,No,Low,Graphic Designer,Medium
Student_2476,20,Commerce,56,77,70,59,95,Low,9,No,Low,Yes,Medium,Business Manager,Low
Student_2477,20,Science,64,59,66,82,96,Medium,9,Yes,Low,Yes,High,Graphic Designer,Low
Student_2478,16,Commerce,93,86,85,47,79,High,3,Yes,Low,No,Low,Doctor,Medium
Student_2479,17,Science,92,46,64,35,65,Low,7,Yes,High,No,High,Mechanical Engineer,Medium
Student_2480,21,Arts,90,99,39,67,90,High,4,No,Low,No,High,Doctor,Low
Student_2481,21,Commerce,79,84,68,54,43,High,9,No,Low,No,High,Doctor,Medium
Student_2482,22,Arts,82,84,60,43,76,Medium,2,No,Low,Yes,Low,Doctor,Medium
Student_2483,16,Commerce,49,57,85,97,78,High,2,Yes,Low,No,Medium,Business Manager,Medium
Student_2484,18,Commerce,50,89,72,85,75,Medium,6,No,Low,Yes,Medium,Doctor,Low
Student_2485,19,Science,84,78,92,41,58,Medium,9,No,Low,No,High,Mechanical Engineer,Medium
Student_2486,16,Commerce,61,87,91,86,89,Medium,4,Yes,High,No,High,Doctor,Medium
Student_2487,20,Commerce,70,68,63,84,94,Low,7,Yes,Low,No,Low,Business Manager,Medium
Student_2488,19,Science,38,58,44,32,98,Medium,10,No,High,No,Low,Mechanical Engineer,Medium
Student_2489,22,Science,54,79,78,59,40,Low,2,Yes,High,Yes,Low,Mechanical Engineer,High
Student_2490,20,Commerce,73,71,45,92,48,Medium,1,No,Low,No,High,Software Engineer,Medium
Student_2491,20,Commerce,89,64,42,74,79,High,3,No,Low,Yes,Medium,Business Manager,Low
Student_2492,21,Commerce,74,87,99,56,84,High,10,Yes,Medium,Yes,High,Doctor,Low
Student_2493,21,Science,86,58,45,87,53,Low,5,Yes,High,Yes,Low,Data Scientist,High
Student_2494,19,Science,85,69,88,40,47,Medium,7,No,Medium,No,High,Mechanical Engineer,Medium
Student_2495,20,Commerce,61,83,95,52,93,High,7,No,Low,No,Low,Doctor,Low
Student_2496,16,Arts,66,41,36,76,93,High,2,No,Low,Yes,High,Graphic Designer,Low
Student_2497,17,Commerce,93,63,38,62,72,High,5,No,Medium,Yes,Low,Business Manager,Low
Student_2498,18,Commerce,69,84,64,79,94,High,3,No,Medium,No,Low,Doctor,Low
Student_2499,17,Commerce,57,43,67,56,41,Low,8,Yes,High,Yes,Medium,Business Manager,High
Student_2500,19,Arts,99,68,98,34,91,High,5,Yes,Medium,Yes,Low,Lawyer,Medium
Student_2501,21,Science,59,48,47,90,54,Low,4,No,High,Yes,High,Graphic Designer,Medium
Student_2502,19,Science,46,91,49,94,42,High,4,No,Low,No,High,Doctor,Medium
Student_2503,22,Commerce,47,92,60,80,78,High,3,No,Low,Yes,High,Doctor,Low
Student_2504,17,Commerce,99,65,35,98,79,Medium,5,No,High,No,Low,Software Engineer,Medium
Student_2505,18,Science,100,46,76,43,90,Low,8,No,Medium,Yes,Medium,Mechanical Engineer,Low
Student_2506,20,Science,68,67,74,50,60,Medium,6,Yes,Low,No,High,Mechanical Engineer,Medium
Student_2507,19,Science,61,82,92,96,87,Medium,1,No,Low,Yes,High,Doctor,Low
Student_2508,20,Arts,79,46,57,77,93,High,4,No,Low,No,Medium,Data Scientist,Low
Student_2509,16,Commerce,73,66,40,39,45,Medium,4,No,High,No,Medium,Business Manager,Medium
Student_2510,16,Arts,100,78,51,56,68,Low,5,No,Low,No,Medium,Mechanical Engineer,Low
Student_2511,20,Commerce,45,92,55,36,46,High,1,Yes,High,No,High,Doctor,High
Student_2512,17,Science,39,41,51,73,57,Low,1,Yes,Medium,Yes,Low,Graphic Designer,High
Student_2513,20,Commerce,68,94,49,55,59,Medium,8,Yes,Low,No,Low,Doctor,High
Student_2514,16,Science,38,36,63,84,77,High,10,No,Medium,No,High,Graphic Designer,Low
Student_2515,18,Commerce,42,82,69,72,41,Low,6,No,Low,Yes,Medium,Doctor,Low
Student_2516,21,Science,52,84,51,83,57,High,1,No,High,No,Medium,Doctor,High
Student_2517,18,Arts,76,49,35,32,67,High,7,Yes,High,Yes,High,Mechanical Engineer,Medium
Student_2518,21,Arts,97,49,64,89,65,Medium,1,Yes,Medium,Yes,High,Software Engineer,Medium
Student_2519,22,Science,59,83,36,45,42,High,10,No,Low,No,Medium,Doctor,Medium
Student_2520,16,Science,93,66,57,31,100,Low,10,No,Low,No,Low,Mechanical Engineer,Low
Student_2521,20,Science,92,76,39,64,70,Medium,6,No,Medium,No,Low,Mechanical Engineer,Low
Student_2522,19,Commerce,35,100,73,33,93,High,1,Yes,Low,No,Low,Doctor,High
Student_2523,20,Science,95,76,42,80,93,High,3,No,Medium,Yes,Low,Software Engineer,Low
Student_2524,19,Commerce,82,56,58,38,57,Medium,10,Yes,High,Yes,Medium,Business Manager,High
Student_2525,19,Science,94,86,61,97,95,Low,9,Yes,Low,No,High,Software Engineer,Medium
Student_2526,19,Commerce,91,94,51,83,60,Medium,2,Yes,High,Yes,High,Data Scientist,High
Student_2527,18,Commerce,39,42,49,37,41,Medium,6,Yes,High,Yes,High,Business Manager,High
Student_2528,22,Arts,92,93,38,55,46,Low,9,No,Medium,Yes,High,Doctor,Low
Student_2529,20,Arts,98,96,69,93,90,Low,4,No,Medium,No,High,Software Engineer,Low
Student_2530,18,Arts,57,99,89,90,85,High,10,Yes,Medium,No,High,Doctor,Medium
Student_2531,20,Arts,100,87,56,67,90,Medium,5,Yes,Medium,Yes,Medium,Doctor,Low
Student_2532,16,Commerce,55,69,38,77,88,High,8,Yes,High,No,High,Business Manager,Medium
Student_2533,18,Science,82,96,47,65,77,Low,8,Yes,High,No,Medium,Doctor,Medium
Student_2534,20,Science,46,68,67,91,84,Medium,3,No,Medium,No,High,Graphic Designer,Low
Student_2535,18,Commerce,39,45,42,35,99,High,1,No,Medium,No,Low,Business Manager,Medium
Student_2536,18,Science,84,47,79,44,90,Medium,2,Yes,Medium,Yes,High,Mechanical Engineer,Medium
Student_2537,22,Commerce,100,83,46,96,67,High,3,Yes,Low,Yes,High,Software Engineer,Low
Student_2538,17,Science,61,90,52,54,85,Medium,2,Yes,Low,Yes,Low,Doctor,Medium
Student_2539,22,Science,68,72,73,46,69,High,1,Yes,High,No,High,Mechanical Engineer,High
Student_2540,18,Science,43,92,100,45,62,Low,5,Yes,High,Yes,Low,Doctor,Medium
Student_2541,20,Science,36,55,82,63,60,Medium,2,No,Medium,Yes,High,Mechanical Engineer,Low
Student_2542,16,Commerce,57,91,57,70,97,High,2,No,Low,No,High,Doctor,Medium
Student_2543,18,Arts,92,35,93,30,97,High,1,Yes,High,Yes,Low,Teacher,High
Student_2544,19,Commerce,38,72,51,65,76,Medium,7,Yes,Low,No,Low,Business Manager,Medium
Student_2545,19,Arts,46,55,76,51,71,Low,1,Yes,High,Yes,Low,Teacher,High
Student_2546,22,Arts,64,45,72,40,53,Low,3,No,Low,Yes,High,Mechanical Engineer,Low
Student_2547,21,Arts,57,90,48,64,73,Low,7,Yes,Medium,Yes,Medium,Doctor,Low
Student_2548,21,Science,40,83,41,60,55,Low,5,Yes,Medium,No,Medium,Doctor,Medium
Student_2549,20,Commerce,43,68,56,68,60,Medium,5,Yes,High,No,Low,Business Manager,High
Student_2550,18,Commerce,65,44,51,96,77,High,4,No,High,Yes,Medium,Business Manager,Low
Student_2551,21,Science,45,93,89,52,81,Low,2,No,Medium,Yes,High,Doctor,Low
Student_2552,17,Arts,47,94,49,56,78,High,6,Yes,Medium,Yes,High,Doctor,Low
Student_2553,19,Arts,40,35,84,36,47,High,3,Yes,High,No,High,Lawyer,High
Student_2554,17,Commerce,96,65,48,93,96,High,7,Yes,Medium,Yes,Medium,Data Scientist,Low
Student_2555,20,Arts,80,50,54,49,77,High,3,Yes,Medium,No,Medium,Mechanical Engineer,Medium
Student_2556,20,Commerce,47,63,65,77,66,Low,6,Yes,Low,No,High,Business Manager,Medium
Student_2557,21,Commerce,80,39,96,58,70,High,2,No,High,No,Low,Business Manager,High
Student_2558,17,Science,45,45,100,32,97,Medium,6,Yes,Medium,Yes,Medium,Mechanical Engineer,Low
Student_2559,22,Arts,42,100,52,49,56,High,3,Yes,High,Yes,Low,Doctor,High
Student_2560,17,Commerce,66,37,59,59,42,Medium,4,No,Medium,No,High,Business Manager,Medium
Student_2561,16,Commerce,38,53,40,93,62,Low,6,Yes,High,Yes,Low,Business Manager,Medium
Student_2562,20,Science,47,36,98,74,84,Low,9,No,Medium,Yes,High,Graphic Designer,Low
Student_2563,18,Arts,65,51,84,41,73,High,5,Yes,High,No,Low,Teacher,High
Student_2564,18,Arts,60,52,44,80,43,Low,10,No,Medium,Yes,High,Graphic Designer,Low
Student_2565,16,Arts,42,55,41,92,69,Medium,3,Yes,High,No,High,Graphic Designer,Medium
Student_2566,18,Arts,46,37,86,69,63,High,7,No,Medium,Yes,Low,Teacher,Low
Student_2567,17,Commerce,76,60,95,31,66,Low,2,No,High,No,Low,Business Manager,High
Student_2568,20,Science,53,39,94,85,65,Low,10,Yes,High,Yes,Medium,Graphic Designer,Medium
Student_2569,19,Science,91,40,67,43,71,High,10,Yes,Low,Yes,Low,Mechanical Engineer,Medium
Student_2570,21,Arts,96,48,68,98,89,Medium,3,No,High,No,Low,Software Engineer,Medium
Student_2571,20,Science,59,87,64,50,59,Medium,9,Yes,Low,Yes,Medium,Doctor,Medium
Student_2572,17,Arts,49,61,83,94,76,Medium,3,No,Low,Yes,Low,Teacher,Low
Student_2573,22,Science,95,58,62,72,63,Low,1,No,Low,No,Low,Graphic Designer,Medium
Student_2574,18,Commerce,96,86,55,95,81,High,2,Yes,Low,Yes,Low,Data Scientist,Medium
Student_2575,22,Arts,36,39,72,70,77,Low,9,Yes,Low,No,High,Mechanical Engineer,Medium
Student_2576,18,Arts,41,68,44,42,53,Medium,3,Yes,Medium,Yes,Low,Mechanical Engineer,Medium
Student_2577,17,Arts,93,65,72,99,77,Medium,7,Yes,Low,Yes,Low,Software Engineer,Medium
Student_2578,19,Science,78,49,64,32,66,High,6,Yes,High,No,High,Mechanical Engineer,Medium
Student_2579,21,Commerce,92,58,71,74,91,High,5,No,High,No,High,Business Manager,Medium
Student_2580,19,Arts,74,40,93,89,97,Medium,8,No,Low,Yes,High,Software Engineer,Low
Student_2581,21,Science,73,37,46,37,91,High,8,Yes,Medium,Yes,Medium,Mechanical Engineer,Low
Student_2582,16,Arts,74,84,37,93,75,High,3,Yes,Medium,No,Low,Software Engineer,Medium
Student_2583,22,Science,78,92,57,99,68,High,2,Yes,Low,No,Medium,Software Engineer,Medium
Student_2584,16,Science,88,64,83,50,68,Low,7,No,High,No,Medium,Mechanical Engineer,Medium
Student_2585,22,Science,99,55,77,57,56,Medium,10,Yes,Low,No,High,Mechanical Engineer,Medium
Student_2586,20,Science,35,40,37,67,41,High,7,No,High,Yes,Medium,Mechanical Engineer,Medium
Student_2587,20,Science,45,54,82,71,71,Medium,2,Yes,Medium,No,High,Graphic Designer,Medium
Student_2588,17,Science,53,75,100,98,86,Medium,1,No,High,Yes,Low,Graphic Designer,Medium
Student_2589,22,Arts,50,81,41,72,54,Low,6,No,Low,No,Low,Doctor,Medium
Student_2590,17,Science,47,79,45,34,93,High,1,Yes,Medium,Yes,High,Mechanical Engineer,Medium
Student_2591,21,Commerce,42,82,75,42,64,Medium,1,No,High,Yes,Low,Doctor,Medium
Student_2592,22,Science,41,61,70,39,76,Low,1,No,High,Yes,Low,Mechanical Engineer,Medium
Student_2593,21,Science,85,67,59,73,63,Medium,4,Yes,High,Yes,Low,Graphic Designer,Medium
Student_2594,22,Commerce,61,54,92,60,82,Low,10,Yes,Low,No,Low,Business Manager,Medium
Student_2595,17,Commerce,77,88,77,48,59,High,7,No,High,Yes,Medium,Doctor,Medium
Student_2596,17,Science,71,37,80,60,82,Low,2,Yes,Medium,No,Medium,Mechanical Engineer,Medium
Student_2597,17,Arts,43,47,98,32,50,Medium,1,Yes,Low,No,Low,Lawyer,High
Student_2598,21,Commerce,88,59,67,78,98,Medium,10,No,High,No,Low,Software Engineer,Medium
Student_2599,22,Science,58,61,70,31,59,Medium,10,No,Low,No,Low,Mechanical Engineer,Medium
Student_2600,19,Arts,68,41,55,99,94,High,6,Yes,Low,No,High,Graphic Designer,Medium
Student_2601,19,Science,73,59,52,79,79,Medium,5,Yes,Medium,No,Low,Software Engineer,Medium
Student_2602,21,Commerce,73,69,71,76,67,Medium,7,No,Low,Yes,Low,Software Engineer,Low
Student_2603,18,Science,57,54,58,94,93,High,4,Yes,Medium,No,Medium,Graphic Designer,Medium
Student_2604,22,Arts,89,65,54,33,51,Low,5,No,Low,No,Low,Mechanical Engineer,Medium
Student_2605,19,Arts,95,42,68,43,42,High,1,Yes,High,No,High,Mechanical Engineer,High
Student_2606,18,Commerce,62,57,73,42,98,Low,4,No,Medium,No,Low,Business Manager,Low
Student_2607,21,Commerce,36,80,66,49,61,Low,10,No,High,Yes,High,Business Manager,Low
Student_2608,16,Science,36,42,68,95,49,Low,10,No,Medium,Yes,Medium,Graphic Designer,Low
Student_2609,20,Science,97,65,43,38,70,High,3,No,Medium,No,High,Mechanical Engineer,Low
Student_2610,17,Science,93,43,48,56,73,Medium,3,No,Low,No,Low,Mechanical Engineer,Low
Student_2611,21,Science,43,48,41,76,42,Low,5,Yes,Medium,Yes,Low,Graphic Designer,Medium
Student_2612,17,Commerce,52,56,96,53,42,High,5,No,Low,No,Low,Business Manager,Medium
Student_2613,22,Science,39,93,66,53,85,Low,3,No,Low,No,High,Doctor,Low
Student_2614,20,Science,96,83,43,47,51,Medium,4,No,Medium,Yes,Low,Doctor,Medium
Student_2615,20,Science,77,84,63,47,97,High,2,No,Medium,Yes,Medium,Doctor,Low
Student_2616,18,Science,58,69,97,43,48,High,4,No,Low,No,Low,Mechanical Engineer,Medium
Student_2617,18,Science,51,58,98,81,52,High,1,No,Low,Yes,Medium,Graphic Designer,Medium
Student_2618,20,Arts,76,38,79,84,64,Low,6,No,Medium,No,High,Data Scientist,Low
Student_2619,22,Commerce,35,58,46,73,87,Low,4,No,High,Yes,Medium,Business Manager,Low
Student_2620,18,Science,88,41,65,80,57,High,9,Yes,Low,No,High,Software Engineer,Medium
Student_2621,18,Commerce,80,92,54,79,99,Medium,4,No,Low,No,Medium,Data Scientist,Low
Student_2622,20,Science,82,52,84,37,75,Medium,3,Yes,Medium,Yes,High,Mechanical Engineer,Low
Student_2623,18,Arts,56,36,92,88,73,Medium,8,Yes,Medium,No,Medium,Teacher,Medium
Student_2624,19,Commerce,93,68,84,50,74,High,6,No,Medium,No,Low,Business Manager,Low
Student_2625,19,Commerce,94,71,40,76,76,High,6,Yes,Medium,No,Medium,Data Scientist,Medium
Student_2626,19,Science,68,51,89,45,88,Low,2,No,Medium,Yes,High,Mechanical Engineer,Low
Student_2627,21,Commerce,80,44,76,99,51,High,5,Yes,Low,Yes,Medium,Software Engineer,Medium
Student_2628,20,Commerce,68,70,52,79,65,High,4,No,High,No,Medium,Business Manager,Medium
Student_2629,16,Commerce,70,96,37,38,79,Medium,3,No,Medium,No,Medium,Doctor,Low
Student_2630,19,Arts,83,55,68,64,73,Low,9,Yes,Low,No,Low,Mechanical Engineer,Medium
Student_2631,21,Science,46,75,90,38,95,Low,6,No,Low,No,High,Mechanical Engineer,Low
Student_2632,18,Science,53,92,68,97,79,Medium,7,Yes,Medium,Yes,High,Doctor,Low
Student_2633,21,Science,48,89,100,37,61,High,9,Yes,Low,No,Low,Doctor,Medium
Student_2634,21,Science,93,97,55,93,87,High,7,Yes,High,Yes,Medium,Software Engineer,Medium
Student_2635,18,Arts,74,45,96,80,53,Low,6,Yes,Medium,Yes,Low,Software Engineer,Medium
Student_2636,18,Science,96,80,78,31,72,Medium,4,No,High,No,High,Mechanical Engineer,Medium
Student_2637,20,Commerce,85,65,58,83,47,High,5,No,High,No,Medium,Software Engineer,Medium
Student_2638,21,Arts,88,42,60,43,48,Low,6,Yes,Low,No,Medium,Mechanical Engineer,Medium
Student_2639,18,Arts,69,100,40,62,42,Low,5,No,High,No,High,Doctor,Medium
Student_2640,19,Science,53,51,53,85,90,Low,1,Yes,Low,No,Low,Graphic Designer,High
Student_2641,20,Commerce,36,59,51,81,47,Low,10,No,High,Yes,Low,Business Manager,Medium
Student_2642,16,Science,67,69,80,30,93,Low,9,No,Low,Yes,High,Mechanical Engineer,Low
Student_2643,16,Arts,38,64,65,91,67,High,4,No,High,Yes,High,Graphic Designer,Low
Student_2644,20,Arts,88,82,72,62,55,Low,8,No,Low,No,Low,Doctor,Medium
Student_2645,20,Arts,79,42,69,46,68,Low,7,Yes,Medium,Yes,Low,Mechanical Engineer,Medium
Student_2646,19,Arts,85,74,45,94,100,High,2,No,Low,Yes,Low,Data Scientist,Medium
Student_2647,19,Commerce,68,71,85,67,83,Medium,3,No,Low,No,High,Business Manager,Low
Student_2648,21,Commerce,79,97,97,94,74,Medium,2,No,Low,Yes,Low,Software Engineer,Medium
Student_2649,20,Science,57,38,96,80,91,Medium,6,Yes,Low,Yes,High,Graphic Designer,Low
Student_2650,17,Arts,93,51,74,30,86,Low,1,No,High,Yes,High,Mechanical Engineer,Medium
Student_2651,19,Arts,60,89,89,85,40,Low,5,No,High,No,High,Doctor,Medium
Student_2652,21,Arts,95,52,63,63,75,High,3,No,High,Yes,Medium,Mechanical Engineer,Low
Student_2653,16,Arts,80,65,62,44,95,High,5,Yes,Medium,Yes,Medium,Mechanical Engineer,Low
Student_2654,19,Commerce,85,85,79,34,44,Medium,3,Yes,Medium,Yes,Low,Doctor,Medium
Student_2655,18,Science,76,83,97,85,45,Medium,5,No,Low,No,Medium,Data Scientist,Medium
Student_2656,17,Science,54,87,44,53,48,High,8,No,High,Yes,High,Doctor,Medium
Student_2657,22,Commerce,59,79,69,67,90,High,9,Yes,High,No,High,Business Manager,Medium
Student_2658,16,Science,60,97,62,63,73,Medium,7,No,Low,Yes,Medium,Doctor,Low
Student_2659,17,Science,54,88,35,89,67,Low,10,No,Low,Yes,High,Doctor,Low
Student_2660,18,Science,66,61,48,86,70,Medium,7,No,High,No,High,Graphic Designer,Medium
Student_2661,22,Commerce,84,57,71,38,65,High,9,Yes,High,No,Low,Business Manager,High
Student_2662,20,Arts,85,68,80,93,87,Medium,2,No,Low,No,Low,Software Engineer,Medium
Student_2663,22,Commerce,78,92,44,83,43,High,4,Yes,Medium,Yes,Low,Data Scientist,Medium
Student_2664,19,Science,43,44,95,91,49,Low,10,Yes,High,No,Low,Graphic Designer,High
Student_2665,20,Arts,85,90,45,47,76,Low,10,No,High,Yes,High,Doctor,Low
Student_2666,22,Arts,67,39,83,68,88,Medium,6,Yes,High,Yes,High,Teacher,Medium
Student_2667,17,Arts,64,42,74,48,71,High,4,Yes,Medium,No,High,Mechanical Engineer,Medium
Student_2668,21,Commerce,70,99,73,76,55,Medium,6,No,Low,Yes,Low,Doctor,Medium
Student_2669,21,Science,63,53,44,45,99,Medium,4,Yes,High,Yes,High,Mechanical Engineer,Medium
Student_2670,19,Science,100,73,66,39,72,Low,1,No,Medium,No,Low,Mechanical Engineer,Medium
Student_2671,18,Arts,38,60,97,63,97,Low,4,No,Low,Yes,High,Lawyer,Low
Student_2672,16,Arts,100,64,100,84,66,High,4,Yes,Medium,Yes,Low,Software Engineer,Medium
Student_2673,22,Science,55,49,64,54,62,Medium,7,Yes,High,No,Low,Mechanical Engineer,High
Student_2674,18,Science,70,86,46,76,83,High,5,Yes,Medium,Yes,Low,Doctor,Medium
Student_2675,19,Science,88,64,94,95,95,Low,7,No,High,No,Low,Data Scientist,Medium
Student_2676,17,Science,49,85,75,33,46,High,7,No,High,Yes,High,Doctor,Medium
Student_2677,18,Arts,90,62,47,51,83,High,8,Yes,Low,No,High,Mechanical Engineer,Medium
Student_2678,21,Commerce,87,40,86,71,64,High,2,No,Low,Yes,High,Business Manager,Low
Student_2679,17,Commerce,47,89,46,68,61,Medium,7,Yes,Low,Yes,High,Doctor,Low
Student_2680,19,Commerce,36,59,68,100,77,Medium,5,Yes,High,Yes,Low,Business Manager,Medium
Student_2681,21,Arts,85,68,90,57,90,Low,7,No,High,Yes,Low,Teacher,Medium
Student_2682,21,Arts,52,77,73,45,91,Medium,2,No,Low,No,High,Mechanical Engineer,Medium
Student_2683,18,Arts,87,55,47,51,100,High,9,No,High,Yes,Medium,Mechanical Engineer,Low
Student_2684,20,Science,58,38,88,46,59,Low,6,Yes,Low,No,Low,Mechanical Engineer,High
Student_2685,20,Commerce,90,82,59,61,43,Low,5,No,Medium,No,Medium,Doctor,Medium
Student_2686,18,Commerce,62,54,84,34,96,Medium,2,No,High,No,Low,Business Manager,High
Student_2687,22,Commerce,56,87,61,84,49,Low,10,No,Low,Yes,Low,Doctor,Medium
Student_2688,18,Science,88,35,88,90,71,High,3,Yes,Low,Yes,Low,Software Engineer,Medium
Student_2689,19,Commerce,54,44,57,51,82,High,9,No,High,Yes,Medium,Business Manager,Low
Student_2690,22,Arts,81,76,88,60,83,High,10,No,Medium,Yes,High,Lawyer,Low
Student_2691,20,Commerce,40,63,68,73,83,Medium,6,Yes,Low,Yes,Medium,Business Manager,Low
Student_2692,16,Science,59,75,44,53,43,Medium,9,No,High,Yes,Low,Mechanical Engineer,Medium
Student_2693,20,Science,96,78,68,64,86,Medium,2,No,Medium,No,Low,Mechanical Engineer,Medium
Student_2694,22,Commerce,71,78,77,74,64,Low,4,Yes,High,No,Low,Business Manager,High
Student_2695,18,Commerce,93,98,55,67,69,Medium,9,No,Low,No,Medium,Doctor,Low
Student_2696,22,Science,74,62,76,93,88,High,10,Yes,High,No,Medium,Software Engineer,Medium
Student_2697,19,Science,97,93,57,95,87,Low,1,Yes,Medium,Yes,Medium,Software Engineer,Medium
Student_2698,20,Arts,71,49,86,47,91,Medium,8,Yes,Medium,Yes,High,Teacher,Low
Student_2699,17,Commerce,68,44,67,71,64,Low,4,Yes,Low,Yes,High,Business Manager,Low
Student_2700,17,Science,95,70,84,86,58,Low,7,Yes,Low,Yes,High,Software Engineer,Medium
Student_2701,17,Arts,72,56,47,88,72,High,10,Yes,High,No,High,Data Scientist,Medium
Student_2702,20,Commerce,37,61,100,84,41,Medium,2,No,High,No,Low,Business Manager,High
Student_2703,16,Science,84,57,65,91,68,Medium,5,Yes,Low,Yes,Low,Data Scientist,Medium
Student_2704,19,Commerce,44,89,96,87,55,Low,10,No,High,Yes,High,Doctor,Medium
Student_2705,17,Arts,92,46,62,84,65,High,8,Yes,High,No,Low,Data Scientist,High
Student_2706,20,Commerce,82,50,58,43,69,Low,9,No,High,Yes,Medium,Business Manager,Low
Student_2707,19,Commerce,55,41,92,85,89,High,1,Yes,Low,No,High,Business Manager,Medium
Student_2708,17,Science,65,90,42,44,87,High,2,No,Medium,No,High,Doctor,Medium
Student_2709,22,Science,72,49,55,92,83,High,5,Yes,Low,Yes,Low,Data Scientist,Medium
Student_2710,22,Arts,74,96,43,69,66,High,3,Yes,Low,Yes,High,Doctor,Low
Student_2711,20,Science,84,93,66,67,49,Low,10,No,Medium,No,High,Doctor,Medium
Student_2712,20,Commerce,97,39,73,50,63,High,4,Yes,Medium,No,High,Business Manager,Medium
Student_2713,21,Commerce,96,91,82,66,97,High,3,Yes,High,No,Low,Doctor,High
Student_2714,19,Arts,93,88,42,48,98,Low,10,Yes,Low,Yes,High,Doctor,Low
Student_2715,22,Arts,46,38,59,81,62,Medium,8,No,Medium,Yes,Low,Graphic Designer,Low
Student_2716,17,Commerce,38,44,69,55,66,Low,7,No,High,No,Medium,Business Manager,Medium
Student_2717,22,Arts,94,87,40,48,81,High,7,Yes,Medium,No,Low,Doctor,Medium
Student_2718,20,Arts,90,94,36,56,81,Low,7,No,Low,Yes,Low,Doctor,Low
Student_2719,22,Commerce,36,70,58,100,96,High,4,Yes,High,Yes,High,Business Manager,Medium
Student_2720,21,Commerce,82,44,69,93,63,High,5,Yes,Medium,No,Medium,Data Scientist,Medium
Student_2721,20,Science,80,60,49,98,63,High,10,No,High,Yes,Medium,Software Engineer,Low
Student_2722,21,Commerce,51,62,93,36,81,Medium,3,Yes,High,Yes,Medium,Business Manager,Medium
Student_2723,22,Science,49,97,57,32,50,High,5,No,High,Yes,High,Doctor,Medium
Student_2724,17,Science,73,88,86,73,82,Medium,3,No,High,Yes,High,Doctor,Low
Student_2725,16,Science,97,62,71,69,54,Medium,10,No,Low,Yes,High,Mechanical Engineer,Low
Student_2726,22,Science,61,43,46,42,86,Medium,9,Yes,Low,Yes,High,Mechanical Engineer,Low
